Subject,Block,Trial,Direction,Velocity,Blink,BlinkDuration,ResponseError
292,1,73,-1,240,1,87,19.966
292,1,74,-1,240,0,0,14.197
292,1,75,1,240,1,95,11.26
292,1,76,-1,180,1,74,13.948
292,1,77,1,180,1,95,10.502
292,1,78,-1,180,0,0,-0.049351
292,1,79,-1,240,1,86,-0.40023
292,1,80,1,180,0,0,-11.182
292,2,1,1,180,0,0,-14.884
292,2,2,1,180,0,0,11.796
292,2,3,-1,240,0,0,-10.634
292,2,4,-1,240,0,0,-3.4798
292,2,5,-1,180,0,0,-5.4336
292,2,6,-1,240,0,0,2.7652
292,2,7,-1,240,0,0,-3.5879
292,2,8,1,240,0,0,-7.0958
292,2,9,-1,240,0,0,-0.69276
292,2,10,1,180,0,0,-14.149
292,2,11,-1,240,0,0,-5.9186
292,2,12,-1,240,0,0,10.699
292,2,13,1,240,0,0,-1.9508
292,2,14,-1,180,0,0,-11.602
292,2,15,1,240,0,0,-22.897
292,2,16,-1,240,0,0,-2.2792
292,2,17,-1,180,0,0,-5.2624
292,2,18,-1,180,0,0,4.7434
292,2,19,-1,180,0,0,-2.1893
292,2,20,1,240,0,0,-4.8714
292,2,21,1,180,0,0,-3.8812
292,2,22,1,180,0,0,-6.4768
292,2,23,-1,240,0,0,0.94619
292,2,24,1,180,0,0,-17.354
292,2,25,-1,240,0,0,-22.531
292,2,26,-1,180,0,0,4.0546
292,2,27,1,180,0,0,1.2144
292,2,28,1,180,0,0,1.4585
292,2,29,1,240,0,0,-1.7948
292,2,30,-1,240,0,0,5.6606
292,2,31,1,240,0,0,-4.5117
292,2,32,-1,240,0,0,-7.7669
292,2,33,-1,180,0,0,-16.772
292,2,34,1,180,0,0,-7.4654
292,2,35,-1,180,0,0,-6.1974
292,2,36,1,180,0,0,-11.895
292,2,37,1,240,0,0,-6.023
292,2,38,-1,240,0,0,-13.292
292,2,39,1,180,0,0,-14.895
292,2,40,-1,180,0,0,-20.468
292,2,41,1,240,0,0,13.916
292,2,42,1,240,0,0,-111.5
292,2,43,-1,180,1,103,80.081
292,2,44,1,180,0,0,0.19693
292,2,45,1,180,0,0,3.7911
292,2,46,-1,240,0,0,13.278
292,2,47,-1,240,0,0,-7.2648
292,2,48,1,240,0,0,18.112
292,2,49,1,180,0,0,4.5396
292,2,50,-1,180,0,0,13.715
292,2,51,-1,180,0,0,12.776
292,2,52,-1,240,0,0,-1.2122
292,2,53,-1,240,0,0,-3.7726
292,2,54,-1,180,0,0,1.1933
292,2,55,1,180,0,0,2.0047
292,2,56,1,180,0,0,-15.343
292,2,57,-1,180,0,0,-5.6667
292,2,58,1,240,0,0,-1.626
292,2,59,-1,240,0,0,-7.6605
292,2,60,1,180,0,0,-14.203
292,2,61,1,240,0,0,-3.5353
292,2,62,1,180,0,0,-12.251
292,2,63,1,240,0,0,-19.607
292,2,64,1,240,0,0,11.865
292,2,65,-1,180,0,0,-23.505
292,2,66,1,240,0,0,-0.41411
292,2,67,-1,180,0,0,-12.23
292,2,68,-1,180,0,0,14.415
292,2,69,1,240,0,0,9.4225
292,2,70,1,180,0,0,-12.36
292,2,71,1,240,0,0,-6.3699
292,2,72,1,240,0,0,-3.739
292,2,73,-1,180,0,0,-3.2031
292,2,74,-1,180,0,0,1.1069
292,2,75,-1,180,0,0,-6.8665
292,2,76,1,240,0,0,-22.402
292,2,77,-1,240,0,0,15.688
292,2,78,1,180,0,0,1.544
292,2,79,-1,240,0,0,3.5166
292,2,80,1,240,0,0,14.92
292,3,1,-1,240,0,0,11.199
292,3,2,1,180,1,0,-2.7842
292,3,3,-1,180,1,75,11.3
292,3,4,-1,240,1,0,8.0014
292,3,5,1,180,1,0,-14.856
292,3,6,1,240,1,0,4.1327
292,3,7,1,240,1,100,2.2662
292,3,8,-1,240,1,94,-114.69
292,3,9,1,180,0,0,20.955
292,3,10,-1,240,1,0,45.498
292,3,11,1,180,1,0,22.276
292,3,12,1,180,1,98,12.71
292,3,13,-1,180,1,90,14.776
292,3,14,1,240,1,76,37.025
292,3,15,-1,180,1,0,4.2496
292,3,16,1,240,1,0,25.98
292,3,17,-1,180,1,0,31.431
292,3,18,1,240,1,98,5.0701
292,3,19,-1,240,1,88,-6.5663
292,3,20,1,240,1,0,19.118
292,3,21,1,180,1,0,-0.85787
292,3,22,1,240,1,0,-2.2072
292,3,23,1,180,0,0,28.157
292,3,24,1,180,1,105,15.585
292,3,25,-1,180,1,0,10.24
292,3,26,-1,180,1,116,-8.299
292,3,27,1,240,1,135,4.2008
292,3,28,1,240,1,0,30.814
292,3,29,-1,240,1,0,19.503
292,3,30,-1,180,1,0,21.144
292,3,31,1,180,1,0,-5.858
292,3,32,1,180,0,0,-6.011
292,3,33,-1,180,1,120,15.684
292,3,34,-1,180,1,86,-10.877
292,3,35,1,240,1,85,33.787
292,3,36,-1,180,0,0,15.112
292,3,37,-1,240,1,93,14.401
292,3,38,1,180,0,0,-1.1212
292,3,39,-1,240,1,96,23.988
292,3,40,-1,240,1,117,20.531
292,3,41,-1,240,1,109,24.755
292,3,42,1,180,1,83,-7.92
292,3,43,-1,240,1,112,13.297
292,3,44,-1,180,1,0,15.277
292,3,45,1,180,1,96,21.382
292,3,46,-1,240,1,136,19.605
292,3,47,1,240,1,0,31.897
292,3,48,1,240,1,57,-6.1662
292,3,49,1,180,1,89,-1.4795
292,3,50,1,180,1,0,22.968
292,3,51,-1,180,1,0,18.982
292,3,52,-1,240,1,108,32.343
292,3,53,1,180,0,0,-7.2678
292,3,54,-1,240,1,73,18.868
292,3,55,1,240,1,87,-1.1177
292,3,56,-1,180,1,0,-0.27655
292,3,57,-1,240,1,75,5.004
292,3,58,1,240,1,0,-9.9097
292,3,59,-1,180,1,94,24.63
292,3,60,1,240,1,90,23.7
292,3,61,1,180,0,0,-18.079
292,3,62,-1,240,0,0,11.195
292,3,63,1,240,1,83,17.216
292,3,64,1,180,1,116,4.2275
292,3,65,1,240,1,102,-7.3396
292,3,66,-1,180,1,0,20.199
292,3,67,1,180,1,0,26.127
292,3,68,-1,240,1,115,2.4002
292,3,69,1,180,0,0,7.0637
292,3,70,-1,180,1,0,6.0426
292,3,71,-1,180,1,80,9.8876
292,3,72,-1,180,1,15,26.532
292,3,73,-1,180,0,0,-1.9862
292,3,74,-1,240,1,83,28.946
292,3,75,-1,240,1,99,0.61068
292,3,76,1,240,1,102,22.188
292,3,77,1,240,1,15,31.014
292,3,78,-1,180,1,90,11.69
292,3,79,1,240,1,93,7.9097
292,3,80,-1,240,1,102,14.561
292,4,1,1,180,0,0,-3.603
292,4,2,1,240,0,0,-13.506
292,4,3,-1,240,0,0,13.215
292,4,4,-1,240,0,0,3.4587
292,4,5,1,180,0,0,-20.87
292,4,6,-1,240,0,0,-11.147
292,4,7,1,240,0,0,-4.7229
292,4,8,1,240,0,0,-2.7855
292,4,9,-1,240,0,0,-3.8728
292,4,10,-1,240,0,0,-115.37
292,4,11,-1,180,1,113,21.974
292,4,12,1,180,0,0,-18.486
292,4,13,1,240,0,0,-4.388
292,4,14,-1,180,0,0,-1.8854
292,4,15,-1,180,0,0,-2.932
292,4,16,-1,240,0,0,13.425
292,4,17,1,240,0,0,-21.657
292,4,18,-1,180,0,0,5.3902
292,4,19,-1,240,0,0,2.3227
292,4,20,1,240,0,0,-27.823
292,4,21,-1,240,0,0,5.2535
292,4,22,1,180,0,0,9.4966
292,4,23,1,240,0,0,-2.4338
292,4,24,-1,180,0,0,10.694
292,4,25,1,180,0,0,-0.17488
292,4,26,1,240,0,0,-12.003
292,4,27,-1,180,0,0,-5.7974
292,4,28,-1,180,0,0,9.9158
292,4,29,1,180,0,0,10.531
292,4,30,-1,180,0,0,10.966
292,4,31,1,240,0,0,3.6788
292,4,32,-1,240,0,0,-0.22035
292,4,33,-1,240,0,0,1.2148
292,4,34,1,180,0,0,-1.6869
292,4,35,-1,180,0,0,10.901
292,4,36,1,180,0,0,3.0494
292,4,37,-1,180,0,0,-3.8004
292,4,38,-1,240,0,0,-7.5443
292,4,39,-1,180,0,0,-11.36
292,4,40,1,180,0,0,8.8121
292,4,41,1,180,0,0,-9.7693
292,4,42,1,180,0,0,-2.2025
292,4,43,1,180,0,0,34.93
292,4,44,1,180,0,0,10.463
292,4,45,-1,240,0,0,15.543
292,4,46,1,180,0,0,-9.8101
292,4,47,1,180,0,0,2.4452
292,4,48,-1,180,0,0,7.6459
292,4,49,1,180,0,0,-0.87924
292,4,50,-1,180,0,0,-1.143
292,4,51,-1,180,0,0,12.856
292,4,52,-1,180,0,0,1.3426
292,4,53,-1,180,0,0,-0.079451
292,4,54,-1,180,0,0,-120.25
292,4,55,1,240,1,114,0.69451
292,4,56,-1,240,0,0,-14.997
292,4,57,-1,240,0,0,3.395
292,4,58,-1,240,0,0,10.819
292,4,59,1,240,0,0,-5.2533
292,4,60,-1,180,0,0,2.706
292,4,61,1,240,0,0,-16.283
292,4,62,-1,180,0,0,-1.9933
292,4,63,1,240,0,0,-8.7807
292,4,64,1,180,0,0,0.96334
292,4,65,1,240,0,0,12.629
292,4,66,-1,240,0,0,2.3184
292,4,67,1,240,0,0,-5.5377
292,4,68,1,240,0,0,-6.2333
292,4,69,1,240,0,0,10.214
292,4,70,-1,180,0,0,11.025
292,4,71,-1,240,0,0,2.5278
292,4,72,-1,240,0,0,2.2102
292,4,73,-1,240,0,0,-5.5183
292,4,74,1,180,0,0,-8.5108
292,4,75,1,240,0,0,10.748
292,4,76,-1,240,0,0,18.155
292,4,77,1,180,0,0,-16.975
292,4,78,1,180,0,0,8.3566
292,4,79,1,240,0,0,5.1439
292,4,80,1,240,0,0,-9.0548
229,1,1,-1,180,0,0,-2.2635
229,1,2,1,240,1,96,6.2723
229,1,3,1,180,1,136,-3.3324
229,1,4,1,180,1,76,2.5717
229,1,5,1,240,1,124,-10.756
229,1,6,-1,180,1,153,5.1056
229,1,7,-1,240,1,39,1.4016
229,1,8,1,240,1,212,0.41644
229,1,9,-1,180,1,148,15.41
229,1,10,-1,240,1,90,-4.0386
229,1,11,-1,240,1,150,3.2624
229,1,12,-1,180,1,51,9.5856
229,1,13,1,180,0,0,-2.7412
229,1,14,-1,240,1,0,-7.0397
229,1,15,1,240,1,127,17.603
229,1,16,-1,180,0,0,0.95718
229,1,17,1,240,1,166,-3.1034
229,1,18,-1,240,1,74,9.9477
229,1,19,-1,180,0,0,7.6075
229,1,20,1,240,0,0,1.8194
229,1,21,1,180,1,0,12.341
229,1,22,-1,180,1,0,-4.8904
229,1,23,-1,240,1,0,-3.7898
229,1,24,1,180,0,0,-0.3595
229,1,25,1,240,1,0,-4.935
229,1,26,-1,240,1,0,-0.28278
229,1,27,1,240,1,0,-9.0213
229,1,28,1,180,0,0,6.224
229,1,29,1,240,1,0,-2.3587
229,1,30,-1,240,1,45,-13.115
229,1,31,1,180,1,0,1.1544
229,1,32,1,180,1,40,38.728
229,1,33,1,240,0,0,3.915
229,1,34,1,240,0,0,-10.608
229,1,35,1,180,1,105,-12.686
229,1,36,1,180,0,0,3.9933
229,1,37,1,240,1,80,-4.5513
229,1,38,1,180,1,15,3.777
229,1,39,-1,240,0,0,21.449
229,1,40,-1,180,0,0,-3.2165
229,1,41,-1,180,1,0,19.758
229,1,42,-1,180,1,15,-5.1223
229,1,43,1,180,1,96,-3.4507
229,1,44,1,180,0,0,9.0842
229,1,45,-1,180,0,0,4.2662
229,1,46,1,180,0,0,-6.398
229,1,47,1,180,0,0,-2.0918
229,1,48,1,240,1,117,0.0030037
229,1,49,-1,240,1,118,-4.9163
229,1,50,1,180,1,99,2.2101
229,1,51,-1,180,0,0,-3.1798
229,1,52,-1,180,1,0,-2.1806
229,1,53,-1,180,1,118,2.1705
229,1,54,-1,240,1,0,11.549
229,1,55,-1,180,1,123,-15.9
229,1,56,1,180,1,69,7.8665
229,1,57,-1,240,1,102,-7.1423
229,1,58,-1,180,1,144,-1.9858
229,1,59,1,240,0,0,-0.26312
229,1,60,1,240,1,0,-4.1647
229,1,61,-1,240,1,0,-10.212
229,1,62,-1,240,1,69,-7.7812
229,1,63,1,240,1,220,8.5019
229,1,64,-1,240,1,299,27.921
229,1,65,1,180,1,34,-3.3819
229,1,66,-1,180,1,80,2.0925
229,1,67,1,240,1,128,4.2717
229,1,68,-1,240,1,0,4.3441
229,1,69,1,180,1,0,-16.552
229,1,70,-1,180,1,26,-1.2773
229,1,71,1,240,1,0,-11.25
229,1,72,-1,180,1,107,7.4485
229,1,73,-1,240,1,0,9.2842
229,1,74,-1,180,1,267,-6.6549
229,1,75,1,240,1,29,-6.7021
229,1,76,-1,240,0,0,-4.0871
229,1,77,-1,240,0,0,6.8282
229,1,78,-1,240,1,0,6.5358
229,1,79,1,240,1,119,-3.0681
229,1,80,1,180,1,123,1.6391
229,2,1,-1,240,0,0,-0.026081
229,2,2,-1,180,0,0,3.4842
229,2,3,-1,180,0,0,7.0378
229,2,4,1,240,0,0,-14.877
229,2,5,1,240,0,0,-3.0747
229,2,6,-1,240,0,0,0.57143
229,2,7,1,180,0,0,-13.877
229,2,8,-1,240,0,0,0.33269
229,2,9,1,240,0,0,-5.7567
229,2,10,-1,180,0,0,-0.66703
229,2,11,1,240,0,0,-2.5921
229,2,12,1,180,0,0,-5.2364
229,2,13,-1,180,0,0,2.9891
229,2,14,-1,240,0,0,12.084
229,2,15,-1,180,0,0,-6.6857
229,2,16,1,180,0,0,-0.32588
229,2,17,-1,180,0,0,3.2999
229,2,18,1,240,0,0,-8.8959
229,2,19,1,180,0,0,-5.5244
229,2,20,1,180,0,0,4.3104
229,2,21,-1,240,0,0,-6.1513
229,2,22,-1,180,0,0,1.0249
229,2,23,-1,240,0,0,-3.1039
229,2,24,1,240,0,0,4.8436
229,2,25,1,240,0,0,9.5617
229,2,26,1,240,0,0,-5.2817
229,2,27,1,180,0,0,6.5293
229,2,28,-1,180,0,0,-1.3184
229,2,29,-1,180,0,0,-19.128
229,2,30,1,180,0,0,-11.925
229,2,31,1,180,0,0,-0.48773
229,2,32,-1,180,0,0,-9.0921
229,2,33,-1,180,0,0,-1.6121
229,2,34,-1,180,0,0,-5.8792
229,2,35,-1,180,0,0,-3.0357
229,2,36,1,180,0,0,-12.532
229,2,37,-1,240,0,0,-3.9986
229,2,38,1,180,0,0,5.2962
229,2,39,1,180,0,0,-0.72177
229,2,40,1,180,0,0,-1.6315
229,2,41,-1,180,0,0,-2.4979
229,2,42,1,240,0,0,0.82258
229,2,43,-1,240,0,0,5.8859
229,2,44,1,240,0,0,-5.3481
229,2,45,-1,180,0,0,-13.46
229,2,46,-1,240,0,0,-6.4217
229,2,47,-1,240,0,0,-8.3131
229,2,48,-1,240,0,0,-1.3071
229,2,49,1,240,0,0,-9.3034
229,2,50,1,240,0,0,-9.2263
229,2,51,1,240,0,0,-4.0455
229,2,52,1,180,0,0,-14.013
229,2,53,-1,180,0,0,-2.8358
229,2,54,1,240,0,0,-6.4186
229,2,55,1,180,0,0,-2.7672
229,2,56,-1,240,0,0,-1.9437
229,2,57,1,180,0,0,3.7462
229,2,58,-1,240,0,0,-7.4828
229,2,59,1,240,0,0,-4.8064
229,2,60,-1,240,1,138,80.748
229,2,61,-1,180,0,0,-3.1718
229,2,62,-1,180,0,0,5.4491
229,2,63,1,240,0,0,-11.006
229,2,64,-1,180,0,0,-0.77206
229,2,65,-1,240,0,0,-1.8971
229,2,66,-1,180,0,0,3.2345
229,2,67,1,180,0,0,-1.7741
229,2,68,-1,240,0,0,-20.326
229,2,69,1,240,0,0,2.9996
229,2,70,1,180,0,0,2.4281
229,2,71,-1,240,0,0,-5.0771
229,2,72,1,240,0,0,0.33216
229,2,73,1,180,0,0,-5.0755
229,2,74,1,240,0,0,-7.6525
229,2,75,-1,240,0,0,7.3496
229,2,76,1,180,0,0,2.1496
229,2,77,-1,240,0,0,4.7573
229,2,78,1,240,0,0,0.29407
229,2,79,-1,240,0,0,2.9422
229,2,80,1,180,0,0,-6.1382
229,3,1,-1,180,1,116,12.544
229,3,2,-1,240,1,90,17.512
229,3,3,1,240,1,109,1.4069
229,3,4,-1,180,1,0,-0.53313
229,3,5,-1,240,1,73,-5.6218
229,3,6,-1,240,1,0,4.6867
229,3,7,1,240,1,287,-3.7768
229,3,8,-1,240,1,118,5.002
229,3,9,1,180,1,139,-1.4247
229,3,10,-1,240,1,179,3.3099
229,3,11,-1,240,1,0,11.798
229,3,12,1,180,1,0,14.156
229,3,13,-1,240,1,114,0.4004
229,3,14,1,240,1,105,2.6085
229,3,15,1,240,1,0,-8.1913
229,3,16,1,180,1,131,6.0394
229,3,17,-1,240,1,325,3.6218
229,3,18,1,180,1,0,-6.9325
229,3,19,1,180,1,297,-0.40217
229,3,20,-1,180,1,82,5.3192
229,3,21,-1,180,1,0,5.2772
229,3,22,1,180,1,250,-1.8717
229,3,23,1,240,1,121,-3.534
229,3,24,1,240,1,128,-6.9604
229,3,25,1,180,1,139,-2.4875
229,3,26,-1,180,1,122,-0.011912
229,3,27,-1,180,1,163,-1.1129
229,3,28,1,240,1,252,5.4044
229,3,29,-1,240,1,192,9.0164
229,3,30,-1,240,1,0,-10.988
229,3,31,-1,180,1,136,0.11013
229,3,32,1,240,1,259,1.9932
229,3,33,1,240,1,194,-10.38
229,3,34,-1,240,1,170,-5.2761
229,3,35,1,240,1,157,-0.17333
229,3,36,-1,180,1,187,0.65213
229,3,37,1,180,1,0,-19.091
229,3,38,-1,240,1,187,-5.8396
229,3,39,-1,240,1,173,1.3258
229,3,40,1,240,1,152,-10.938
229,3,41,1,240,1,185,-0.65274
229,3,42,1,180,0,0,-1.1403
229,3,43,-1,180,1,264,11.321
229,3,44,1,240,1,163,-3.4344
229,3,45,-1,180,1,177,5.6021
229,3,46,1,240,1,183,-18.185
229,3,47,-1,180,1,0,4.2272
229,3,48,1,180,1,250,-4.432
229,3,49,1,180,1,224,-12.204
229,3,50,-1,240,1,150,6.7452
229,3,51,-1,240,1,143,0.86659
229,3,52,-1,180,1,153,-4.7539
229,3,53,1,240,1,277,-1.7486
229,3,54,1,180,1,172,-12.749
229,3,55,-1,240,1,287,3.216
229,3,56,-1,240,1,263,-9.5191
229,3,57,-1,180,1,0,-8.1782
229,3,58,1,240,1,0,-4.5942
229,3,59,-1,240,1,279,-3.813
229,3,60,-1,180,1,0,10.86
229,3,61,1,240,1,260,14.007
229,3,62,-1,180,1,142,-5.5579
229,3,63,1,180,1,0,-1.5399
229,3,64,-1,180,1,0,-6.215
229,3,65,1,180,1,163,-5.691
229,3,66,1,180,0,0,1.8385
229,3,67,1,180,1,0,2.8596
229,3,68,1,180,1,0,-0.71064
229,3,69,-1,180,1,134,-1.0912
229,3,70,1,240,1,215,2.1238
229,3,71,1,240,1,346,-10.235
229,3,72,1,180,1,135,-1.4514
229,3,73,-1,240,1,172,1.4938
229,3,74,1,240,1,150,3.0278
229,3,75,-1,180,1,121,3.1036
229,3,76,-1,240,1,181,-10.033
229,3,77,-1,180,1,180,-9.5399
229,3,78,1,180,1,167,-8.7374
229,3,79,-1,180,1,226,15.911
229,3,80,1,180,1,199,-2.6216
229,4,1,-1,240,0,0,-3.2759
229,4,2,-1,180,0,0,-14.89
229,4,3,-1,180,0,0,3.1366
229,4,4,1,240,0,0,-2.019
229,4,5,1,180,0,0,-8.652
229,4,6,1,240,0,0,-14.506
229,4,7,-1,240,0,0,-7.5728
229,4,8,1,180,0,0,-1.1401
229,4,9,-1,240,0,0,-12.934
229,4,10,1,180,0,0,-12.61
229,4,11,1,180,0,0,-7.4299
229,4,12,-1,180,0,0,-5.02
229,4,13,1,180,0,0,-9.0737
229,4,14,-1,240,0,0,12.224
229,4,15,1,240,0,0,2.4196
229,4,16,-1,180,0,0,7.1435
229,4,17,1,240,0,0,-4.8029
229,4,18,1,180,0,0,-7.1567
229,4,19,1,240,0,0,-6.0968
229,4,20,1,240,0,0,-6.9751
229,4,21,-1,240,0,0,-3.2547
229,4,22,1,180,0,0,-13.827
229,4,23,1,240,0,0,-0.73445
229,4,24,-1,180,0,0,1.4153
229,4,25,1,180,0,0,-6.2671
229,4,26,-1,180,0,0,-1.3992
229,4,27,1,180,0,0,-16.671
229,4,28,-1,240,0,0,-4.3489
229,4,29,-1,240,0,0,-2.1621
229,4,30,1,240,0,0,-2.6825
229,4,31,-1,240,0,0,-2.5423
229,4,32,-1,180,0,0,-5.0658
229,4,33,1,180,0,0,1.0718
229,4,34,1,240,0,0,-10.987
229,4,35,1,240,0,0,0.35704
229,4,36,1,240,0,0,-4.449
229,4,37,1,240,0,0,3.2045
229,4,38,-1,180,0,0,-3.5377
229,4,39,1,180,0,0,3.4501
229,4,40,1,180,0,0,-2.2946
229,4,41,1,240,0,0,-2.4205
229,4,42,1,240,0,0,-0.12106
229,4,43,-1,180,0,0,-4.8682
229,4,44,-1,240,0,0,-4.563
229,4,45,-1,180,0,0,-0.75972
229,4,46,-1,180,0,0,4.7811
229,4,47,-1,180,0,0,-0.2309
229,4,48,-1,240,0,0,3.9472
229,4,49,-1,240,0,0,-5.8422
229,4,50,1,240,0,0,-0.56102
229,4,51,-1,240,0,0,-3.4288
229,4,52,1,180,0,0,-0.36179
229,4,53,-1,180,0,0,-3.6257
229,4,54,-1,240,0,0,-6.3158
229,4,55,-1,240,0,0,-2.7397
229,4,56,1,180,0,0,-4.3013
229,4,57,1,240,0,0,-8.2366
229,4,58,-1,180,0,0,-21.433
229,4,59,1,180,0,0,-5.9443
229,4,60,-1,180,0,0,-4.4219
229,4,61,-1,240,1,0,7.1433
229,4,62,-1,240,0,0,13.396
229,4,63,1,240,0,0,-7.8685
229,4,64,1,180,0,0,-9.0923
229,4,65,1,180,0,0,2.1429
229,4,66,-1,180,0,0,-2.6501
229,4,67,-1,180,0,0,2.9295
229,4,68,1,240,0,0,4.5687
229,4,69,-1,240,0,0,0.83798
229,4,70,-1,240,0,0,-3.8892
229,4,71,-1,180,0,0,2.2111
229,4,72,-1,240,0,0,10.952
229,4,73,-1,240,0,0,-3.387
229,4,74,-1,180,0,0,2.1628
229,4,75,1,240,0,0,-6.9386
229,4,76,1,180,0,0,1.5305
229,4,77,1,180,0,0,0.68841
229,4,78,1,180,0,0,0.69631
229,4,79,-1,180,0,0,0.93675
229,4,80,1,240,0,0,-8.618
225,1,1,-1,180,0,0,-0.14577
225,1,2,-1,180,1,78,-5.8626
225,1,3,1,180,1,126,12.385
225,1,4,1,180,1,166,19.052
225,1,5,1,180,1,157,18.286
225,1,6,1,240,1,173,39.884
225,1,7,-1,240,1,186,5.2689
225,1,8,-1,180,1,114,-3.9778
225,1,9,1,240,1,176,35.122
225,1,10,-1,240,1,172,143.6
225,1,11,1,240,1,202,15.741
225,1,12,-1,240,1,233,21.859
225,1,13,1,180,1,198,22.822
225,1,14,1,240,1,205,29.971
225,1,15,-1,180,1,214,3.263
225,1,16,1,240,1,199,14.121
225,1,17,1,180,1,135,-4.3851
225,1,18,1,240,1,188,-7.031
225,1,19,-1,240,1,215,-0.84519
225,1,20,-1,180,1,204,-6.1883
225,1,21,1,180,1,219,3.9099
225,1,22,1,180,1,212,0.11371
225,1,23,1,180,1,209,5.1234
225,1,24,1,240,1,237,9.6473
225,1,25,1,240,1,195,2.8318
225,1,26,1,240,1,130,6.3843
225,1,27,1,180,1,162,-3.2313
225,1,28,-1,240,1,133,1.4471
225,1,29,-1,180,1,186,15.369
225,1,30,-1,180,1,235,5.3557
225,1,31,-1,240,1,218,-9.4182
225,1,32,-1,180,1,279,2.9137
225,1,33,-1,240,1,232,18.266
225,1,34,1,180,1,215,19.743
225,1,35,-1,180,1,180,4.9575
225,1,36,-1,240,1,229,-0.99374
225,1,37,1,240,1,229,15.542
225,1,38,1,180,1,208,33.924
225,1,39,-1,240,1,205,-7.5144
225,1,40,-1,240,1,175,-5.4833
225,1,41,-1,180,1,203,90.864
225,1,42,1,180,1,180,-11.562
225,1,43,1,240,1,143,28.847
225,1,44,1,180,1,142,23.809
225,1,45,-1,180,1,207,-6.2556
225,1,46,1,180,1,198,12.456
225,1,47,1,180,1,202,4.6207
225,1,48,-1,240,1,205,-12.209
225,1,49,1,180,1,232,-9.9727
225,1,50,-1,240,1,263,-1.4551
225,1,51,1,240,1,241,161.1
225,1,52,1,240,1,222,36.878
225,1,53,1,180,1,196,24.036
225,1,54,1,240,1,213,36.169
225,1,55,1,180,1,173,1.1474
225,1,56,1,180,1,178,-10.701
225,1,57,1,240,1,169,53.452
225,1,58,-1,180,1,207,34.251
225,1,59,-1,240,1,199,6.8572
225,1,60,1,180,1,214,8.5763
225,1,61,-1,240,1,250,14.15
225,1,62,1,240,1,240,109.31
225,1,63,-1,180,1,0,3.4773
225,1,64,-1,240,1,155,13.039
225,1,65,-1,180,1,158,9.0728
225,1,66,-1,240,1,254,-17.817
225,1,67,-1,180,1,231,28.041
225,1,68,1,240,1,238,18.055
225,1,69,-1,240,1,248,21.592
225,1,70,-1,180,1,200,-5.782
225,1,71,-1,180,1,244,3.2348
225,1,72,1,240,1,169,36.303
225,1,73,-1,240,1,174,26.642
225,1,74,1,240,1,205,2.9892
225,1,75,-1,180,1,231,9.0612
225,1,76,-1,180,1,168,15.11
225,1,77,1,240,1,152,21.76
225,1,78,-1,180,1,226,-6.3861
225,1,79,-1,240,1,207,6.0517
225,1,80,-1,240,1,211,-3.3487
225,2,1,1,240,0,0,-3.9949
225,2,2,1,240,0,0,-9.5552
225,2,3,1,180,0,0,2.8107
225,2,4,1,180,0,0,0.98779
225,2,5,-1,180,0,0,0.63908
225,2,6,1,240,0,0,5.7404
225,2,7,1,180,0,0,-2.1482
225,2,8,-1,240,0,0,0.68936
225,2,9,-1,240,0,0,-7.7489
225,2,10,1,180,0,0,-7.057
225,2,11,1,240,0,0,7.3088
225,2,12,1,240,0,0,-9.076
225,2,13,-1,180,0,0,-0.81325
225,2,14,1,180,0,0,-2.4014
225,2,15,-1,180,0,0,3.3946
225,2,16,-1,180,0,0,2.5329
225,2,17,-1,240,0,0,8.4009
225,2,18,-1,240,0,0,10.626
225,2,19,1,180,0,0,-6.4344
225,2,20,-1,180,0,0,-9.9515
225,2,21,-1,240,0,0,0.096856
225,2,22,1,240,0,0,9.6671
225,2,23,-1,180,0,0,-15.17
225,2,24,1,240,0,0,1.7376
225,2,25,-1,240,0,0,16.32
225,2,26,-1,240,1,0,-1.3203
225,2,27,-1,180,0,0,4.9048
225,2,28,1,180,0,0,-4.1295
225,2,29,1,180,0,0,-158.93
225,2,30,-1,240,0,0,-1.2042
225,2,31,-1,180,0,0,-8.4062
225,2,32,1,240,0,0,2.3721
225,2,33,1,240,0,0,-6.5527
225,2,34,-1,180,0,0,-12.674
225,2,35,1,180,0,0,0.12161
225,2,36,1,180,0,0,-16.26
225,2,37,-1,240,0,0,-15.579
225,2,38,1,180,0,0,3.6108
225,2,39,-1,180,0,0,-12.64
225,2,40,-1,180,0,0,13.462
225,2,41,1,240,0,0,-19.878
225,2,42,-1,240,0,0,-9.3569
225,2,43,-1,240,0,0,137.06
225,2,44,1,240,0,0,-4.9021
225,2,45,-1,240,0,0,-2.0135
225,2,46,1,180,0,0,7.5664
225,2,47,1,180,0,0,1.3445
225,2,48,1,180,0,0,-0.2484
225,2,49,-1,180,0,0,-1.5361
225,2,50,1,240,0,0,14.897
225,2,51,-1,180,0,0,-8.2539
225,2,52,1,180,0,0,-4.7185
225,2,53,1,180,0,0,-12.099
225,2,54,-1,180,0,0,-4.7385
225,2,55,-1,180,0,0,-13.481
225,2,56,1,240,0,0,-1.4971
225,2,57,1,240,0,0,10.119
225,2,58,-1,240,0,0,-9.1333
225,2,59,-1,180,0,0,-0.5572
225,2,60,1,240,0,0,-2.7344
225,2,61,-1,180,0,0,-8.6071
225,2,62,1,240,0,0,9.4481
